日期,城市,用户目标,换电柜目标,电池目标,电池配比目标,柜效目标
2026-01-30,武汉市,2638,212,3966,1.50,12.44
2026-01-30,温州市,1699,182,2467,1.45,9.34
2026-01-30,芜湖市,402,46,596,1.48,8.74
2026-01-30,苏州市,8759,616,12417,1.42,14.22
2026-01-30,青岛市,649,147,1199,1.85,4.41
2026-01-31,南京市,5498,301,7611,1.38,18.27
2026-01-31,南通市,851,75,1408,1.65,11.35
2026-01-31,宁波市,4113,345,5822,1.42,11.92
2026-01-31,常州市,2228,181,3496,1.57,12.31
2026-01-31,无锡市,912,99,1280,1.40,9.21
2026-01-31,武汉市,2638,212,3966,1.50,12.44
2026-01-31,温州市,1699,182,2467,1.45,9.34
2026-01-31,芜湖市,402,46,596,1.48,8.74
2026-01-31,苏州市,8759,616,12417,1.42,14.22
2026-01-31,青岛市,649,147,1199,1.85,4.41
2026-02-01,南京市,4800,300,7500,1.56,16.00
2026-02-01,南通市,700,80,1600,2.29,8.75
2026-02-01,宁波市,3500,338,5800,1.66,10.36
2026-02-01,常州市,1800,176,3100,1.72,10.23
2026-02-01,无锡市,700,140,1482,2.12,5.00
2026-02-01,武汉市,2100,212,4200,2.00,9.91
2026-02-01,温州市,1200,139,2060,1.72,8.63
2026-02-01,芜湖市,380,40,750,1.97,9.50
2026-02-01,苏州市,7000,630,12688,1.81,11.11
2026-02-01,青岛市,400,159,1199,3.00,2.52
2026-02-01,台州市,250,41,500,2.00,6.10
2026-02-01,杭州市,402,250,1000,2.49,1.61
2026-02-01,泉州市,1,100,600,600.00,0.01
2026-02-02,南京市,4800,300,7500,1.56,16.00
2026-02-02,南通市,700,80,1600,2.29,8.75
2026-02-02,宁波市,3500,338,5800,1.66,10.36
2026-02-02,常州市,1800,176,3100,1.72,10.23
2026-02-02,无锡市,700,140,1482,2.12,5.00
2026-02-02,武汉市,2100,212,4200,2.00,9.91
2026-02-02,温州市,1200,139,2060,1.72,8.63
2026-02-02,芜湖市,380,40,750,1.97,9.50
2026-02-02,苏州市,7000,630,12688,1.81,11.11
2026-02-02,青岛市,400,159,1199,3.00,2.52
2026-02-02,台州市,250,41,500,2.00,6.10
2026-02-02,杭州市,402,250,1000,2.49,1.61
2026-02-02,泉州市,1,100,600,600.00,0.01
2026-02-03,南京市,4800,300,7500,1.56,16.00
2026-02-03,南通市,700,80,1600,2.29,8.75
2026-02-03,宁波市,3500,338,5800,1.66,10.36
2026-02-03,常州市,1800,176,3100,1.72,10.23
2026-02-03,无锡市,700,140,1482,2.12,5.00
2026-02-03,武汉市,2100,212,4200,2.00,9.91
2026-02-03,温州市,1200,139,2060,1.72,8.63
2026-02-03,芜湖市,380,40,750,1.97,9.50
2026-02-03,苏州市,7000,630,12688,1.81,11.11
2026-02-03,青岛市,400,159,1199,3.00,2.52
2026-02-03,台州市,250,41,500,2.00,6.10
2026-02-03,杭州市,402,250,1000,2.49,1.61
2026-02-03,泉州市,1,100,600,600.00,0.01
2026-02-04,南京市,4800,300,7500,1.56,16.00
2026-02-04,南通市,700,80,1600,2.29,8.75
2026-02-04,宁波市,3500,338,5800,1.66,10.36
2026-02-04,常州市,1800,176,3100,1.72,10.23
2026-02-04,无锡市,700,140,1482,2.12,5.00
2026-02-04,武汉市,2100,212,4200,2.00,9.91
2026-02-04,温州市,1200,139,2060,1.72,8.63
2026-02-04,芜湖市,380,40,750,1.97,9.50
2026-02-04,苏州市,7000,630,12688,1.81,11.11
2026-02-04,青岛市,400,159,1199,3.00,2.52
2026-02-04,台州市,250,41,500,2.00,6.10
2026-02-04,杭州市,402,250,1000,2.49,1.61
2026-02-04,泉州市,1,100,600,600.00,0.01
2026-02-05,南京市,4800,300,7500,1.56,16.00
2026-02-05,南通市,700,80,1600,2.29,8.75
2026-02-05,宁波市,3500,338,5800,1.66,10.36
2026-02-05,常州市,1800,176,3100,1.72,10.23
2026-02-05,无锡市,700,140,1482,2.12,5.00
2026-02-05,武汉市,2100,212,4200,2.00,9.91
2026-02-05,温州市,1200,139,2060,1.72,8.63
2026-02-05,芜湖市,380,40,750,1.97,9.50
2026-02-05,苏州市,7000,630,12688,1.81,11.11
2026-02-05,青岛市,400,159,1199,3.00,2.52
2026-02-05,台州市,250,41,500,2.00,6.10
2026-02-05,杭州市,402,250,1000,2.49,1.61
2026-02-05,泉州市,1,100,600,600.00,0.01
2026-02-06,南京市,4800,300,7500,1.56,16.00
2026-02-06,南通市,700,80,1600,2.29,8.75
2026-02-06,宁波市,3500,338,5800,1.66,10.36
2026-02-06,常州市,1800,176,3100,1.72,10.23
2026-02-06,无锡市,700,140,1482,2.12,5.00
2026-02-06,武汉市,2100,212,4200,2.00,9.91
2026-02-06,温州市,1200,139,2060,1.72,8.63
2026-02-06,芜湖市,380,40,750,1.97,9.50
2026-02-06,苏州市,7000,630,12688,1.81,11.11
2026-02-06,青岛市,400,159,1199,3.00,2.52
2026-02-06,台州市,250,41,500,2.00,6.10
2026-02-06,杭州市,402,250,1000,2.49,1.61
2026-02-06,泉州市,1,100,600,600.00,0.01
2026-02-07,南京市,4800,300,7500,1.56,16.00
2026-02-07,南通市,700,80,1600,2.29,8.75
2026-02-07,宁波市,3500,338,5800,1.66,10.36
2026-02-07,常州市,1800,176,3100,1.72,10.23
2026-02-07,无锡市,700,140,1482,2.12,5.00
2026-02-07,武汉市,2100,212,4200,2.00,9.91
2026-02-07,温州市,1200,139,2060,1.72,8.63
2026-02-07,芜湖市,380,40,750,1.97,9.50
2026-02-07,苏州市,7000,630,12688,1.81,11.11
2026-02-07,青岛市,400,159,1199,3.00,2.52
2026-02-07,台州市,250,41,500,2.00,6.10
2026-02-07,杭州市,402,250,1000,2.49,1.61
2026-02-07,泉州市,1,100,600,600.00,0.01
2026-02-08,南京市,4800,300,7500,1.56,16.00
2026-02-08,南通市,700,80,1600,2.29,8.75
2026-02-08,宁波市,3500,338,5800,1.66,10.36
2026-02-08,常州市,1800,176,3100,1.72,10.23
2026-02-08,无锡市,700,140,1482,2.12,5.00
2026-02-08,武汉市,2100,212,4200,2.00,9.91
2026-02-08,温州市,1200,139,2060,1.72,8.63
2026-02-08,芜湖市,380,40,750,1.97,9.50
2026-02-08,苏州市,7000,630,12688,1.81,11.11
2026-02-08,青岛市,400,159,1199,3.00,2.52
2026-02-08,台州市,250,41,500,2.00,6.10
2026-02-08,杭州市,402,250,1000,2.49,1.61
2026-02-08,泉州市,1,100,600,600.00,0.01
2026-02-09,南京市,4800,300,7500,1.56,16.00
2026-02-09,南通市,700,80,1600,2.29,8.75
2026-02-09,宁波市,3500,338,5800,1.66,10.36
2026-02-09,常州市,1800,176,3100,1.72,10.23
2026-02-09,无锡市,700,140,1482,2.12,5.00
2026-02-09,武汉市,2100,212,4200,2.00,9.91
2026-02-09,温州市,1200,139,2060,1.72,8.63
2026-02-09,芜湖市,380,40,750,1.97,9.50
2026-02-09,苏州市,7000,630,12688,1.81,11.11
2026-02-09,青岛市,400,159,1199,3.00,2.52
2026-02-09,台州市,250,41,500,2.00,6.10
2026-02-09,杭州市,402,250,1000,2.49,1.61
2026-02-09,泉州市,1,100,600,600.00,0.01
2026-02-10,南京市,4800,300,7500,1.56,16.00
2026-02-10,南通市,700,80,1600,2.29,8.75
2026-02-10,宁波市,3500,338,5800,1.66,10.36
2026-02-10,常州市,1800,176,3100,1.72,10.23
2026-02-10,无锡市,700,140,1482,2.12,5.00
2026-02-10,武汉市,2100,212,4200,2.00,9.91
2026-02-10,温州市,1200,139,2060,1.72,8.63
2026-02-10,芜湖市,380,40,750,1.97,9.50
2026-02-10,苏州市,7000,630,12688,1.81,11.11
2026-02-10,青岛市,400,159,1199,3.00,2.52
2026-02-10,台州市,250,41,500,2.00,6.10
2026-02-10,杭州市,402,250,1000,2.49,1.61
2026-02-10,泉州市,1,100,600,600.00,0.01
2026-02-11,南京市,4800,300,7500,1.56,16.00
2026-02-11,南通市,700,80,1600,2.29,8.75
2026-02-11,宁波市,3500,338,5800,1.66,10.36
2026-02-11,常州市,1800,176,3100,1.72,10.23
2026-02-11,无锡市,700,140,1482,2.12,5.00
2026-02-11,武汉市,2100,212,4200,2.00,9.91
2026-02-11,温州市,1200,139,2060,1.72,8.63
2026-02-11,芜湖市,380,40,750,1.97,9.50
2026-02-11,苏州市,7000,630,12688,1.81,11.11
2026-02-11,青岛市,400,159,1199,3.00,2.52
2026-02-11,台州市,250,41,500,2.00,6.10
2026-02-11,杭州市,402,250,1000,2.49,1.61
2026-02-11,泉州市,1,100,600,600.00,0.01
2026-02-12,南京市,4800,300,7500,1.56,16.00
2026-02-12,南通市,700,80,1600,2.29,8.75
2026-02-12,宁波市,3500,338,5800,1.66,10.36
2026-02-12,常州市,1800,176,3100,1.72,10.23
2026-02-12,无锡市,700,140,1482,2.12,5.00
2026-02-12,武汉市,2100,212,4200,2.00,9.91
2026-02-12,温州市,1200,139,2060,1.72,8.63
2026-02-12,芜湖市,380,40,750,1.97,9.50
2026-02-12,苏州市,7000,630,12688,1.81,11.11
2026-02-12,青岛市,400,159,1199,3.00,2.52
2026-02-12,台州市,250,41,500,2.00,6.10
2026-02-12,杭州市,402,250,1000,2.49,1.61
2026-02-12,泉州市,1,100,600,600.00,0.01
2026-02-13,南京市,4800,300,7500,1.56,16.00
2026-02-13,南通市,700,80,1600,2.29,8.75
2026-02-13,宁波市,3500,338,5800,1.66,10.36
2026-02-13,常州市,1800,176,3100,1.72,10.23
2026-02-13,无锡市,700,140,1482,2.12,5.00
2026-02-13,武汉市,2100,212,4200,2.00,9.91
2026-02-13,温州市,1200,139,2060,1.72,8.63
2026-02-13,芜湖市,380,40,750,1.97,9.50
2026-02-13,苏州市,7000,630,12688,1.81,11.11
2026-02-13,青岛市,400,159,1199,3.00,2.52
2026-02-13,台州市,250,41,500,2.00,6.10
2026-02-13,杭州市,402,250,1000,2.49,1.61
2026-02-13,泉州市,1,100,600,600.00,0.01
2026-02-14,南京市,4800,300,7500,1.56,16.00
2026-02-14,南通市,700,80,1600,2.29,8.75
2026-02-14,宁波市,3500,338,5800,1.66,10.36
2026-02-14,常州市,1800,176,3100,1.72,10.23
2026-02-14,无锡市,700,140,1482,2.12,5.00
2026-02-14,武汉市,2100,212,4200,2.00,9.91
2026-02-14,温州市,1200,139,2060,1.72,8.63
2026-02-14,芜湖市,380,40,750,1.97,9.50
2026-02-14,苏州市,7000,630,12688,1.81,11.11
2026-02-14,青岛市,400,159,1199,3.00,2.52
2026-02-14,台州市,250,41,500,2.00,6.10
2026-02-14,杭州市,402,250,1000,2.49,1.61
2026-02-14,泉州市,1,100,600,600.00,0.01
2026-02-15,南京市,4800,300,7500,1.56,16.00
2026-02-15,南通市,700,80,1600,2.29,8.75
2026-02-15,宁波市,3500,338,5800,1.66,10.36
2026-02-15,常州市,1800,176,3100,1.72,10.23
2026-02-15,无锡市,700,140,1482,2.12,5.00
2026-02-15,武汉市,2100,212,4200,2.00,9.91
2026-02-15,温州市,1200,139,2060,1.72,8.63
2026-02-15,芜湖市,380,40,750,1.97,9.50
2026-02-15,苏州市,7000,630,12688,1.81,11.11
2026-02-15,青岛市,400,159,1199,3.00,2.52
2026-02-15,台州市,250,41,500,2.00,6.10
2026-02-15,杭州市,402,250,1000,2.49,1.61
2026-02-15,泉州市,1,100,600,600.00,0.01
2026-02-16,南京市,4800,300,7500,1.56,16.00
2026-02-16,南通市,700,80,1600,2.29,8.75
2026-02-16,宁波市,3500,338,5800,1.66,10.36
2026-02-16,常州市,1800,176,3100,1.72,10.23
2026-02-16,无锡市,700,140,1482,2.12,5.00
2026-02-16,武汉市,2100,212,4200,2.00,9.91
2026-02-16,温州市,1200,139,2060,1.72,8.63
2026-02-16,芜湖市,380,40,750,1.97,9.50
2026-02-16,苏州市,7000,630,12688,1.81,11.11
2026-02-16,青岛市,400,159,1199,3.00,2.52
2026-02-16,台州市,250,41,500,2.00,6.10
2026-02-16,杭州市,402,250,1000,2.49,1.61
2026-02-16,泉州市,1,100,600,600.00,0.01
2026-02-17,南京市,4800,300,7500,1.56,16.00
2026-02-17,南通市,700,80,1600,2.29,8.75
2026-02-17,宁波市,3500,338,5800,1.66,10.36
2026-02-17,常州市,1800,176,3100,1.72,10.23
2026-02-17,无锡市,700,140,1482,2.12,5.00
2026-02-17,武汉市,2100,212,4200,2.00,9.91
2026-02-17,温州市,1200,139,2060,1.72,8.63
2026-02-17,芜湖市,380,40,750,1.97,9.50
2026-02-17,苏州市,7000,630,12688,1.81,11.11
2026-02-17,青岛市,400,159,1199,3.00,2.52
2026-02-17,台州市,250,41,500,2.00,6.10
2026-02-17,杭州市,402,250,1000,2.49,1.61
2026-02-17,泉州市,1,100,600,600.00,0.01
2026-02-18,南京市,4800,300,7500,1.56,16.00
2026-02-18,南通市,700,80,1600,2.29,8.75
2026-02-18,宁波市,3500,338,5800,1.66,10.36
2026-02-18,常州市,1800,176,3100,1.72,10.23
2026-02-18,无锡市,700,140,1482,2.12,5.00
2026-02-18,武汉市,2100,212,4200,2.00,9.91
2026-02-18,温州市,1200,139,2060,1.72,8.63
2026-02-18,芜湖市,380,40,750,1.97,9.50
2026-02-18,苏州市,7000,630,12688,1.81,11.11
2026-02-18,青岛市,400,159,1199,3.00,2.52
2026-02-18,台州市,250,41,500,2.00,6.10
2026-02-18,杭州市,402,250,1000,2.49,1.61
2026-02-18,泉州市,1,100,600,600.00,0.01
2026-02-19,南京市,4800,300,7500,1.56,16.00
2026-02-19,南通市,700,80,1600,2.29,8.75
2026-02-19,宁波市,3500,338,5800,1.66,10.36
2026-02-19,常州市,1800,176,3100,1.72,10.23
2026-02-19,无锡市,700,140,1482,2.12,5.00
2026-02-19,武汉市,2100,212,4200,2.00,9.91
2026-02-19,温州市,1200,139,2060,1.72,8.63
2026-02-19,芜湖市,380,40,750,1.97,9.50
2026-02-19,苏州市,7000,630,12688,1.81,11.11
2026-02-19,青岛市,400,159,1199,3.00,2.52
2026-02-19,台州市,250,41,500,2.00,6.10
2026-02-19,杭州市,402,250,1000,2.49,1.61
2026-02-19,泉州市,1,100,600,600.00,0.01
2026-02-20,南京市,4800,300,7500,1.56,16.00
2026-02-20,南通市,700,80,1600,2.29,8.75
2026-02-20,宁波市,3500,338,5800,1.66,10.36
2026-02-20,常州市,1800,176,3100,1.72,10.23
2026-02-20,无锡市,700,140,1482,2.12,5.00
2026-02-20,武汉市,2100,212,4200,2.00,9.91
2026-02-20,温州市,1200,139,2060,1.72,8.63
2026-02-20,芜湖市,380,40,750,1.97,9.50
2026-02-20,苏州市,7000,630,12688,1.81,11.11
2026-02-20,青岛市,400,159,1199,3.00,2.52
2026-02-20,台州市,250,41,500,2.00,6.10
2026-02-20,杭州市,402,250,1000,2.49,1.61
2026-02-20,泉州市,1,100,600,600.00,0.01
2026-02-21,南京市,4800,300,7500,1.56,16.00
2026-02-21,南通市,700,80,1600,2.29,8.75
2026-02-21,宁波市,3500,338,5800,1.66,10.36
2026-02-21,常州市,1800,176,3100,1.72,10.23
2026-02-21,无锡市,700,140,1482,2.12,5.00
2026-02-21,武汉市,2100,212,4200,2.00,9.91
2026-02-21,温州市,1200,139,2060,1.72,8.63
2026-02-21,芜湖市,380,40,750,1.97,9.50
2026-02-21,苏州市,7000,630,12688,1.81,11.11
2026-02-21,青岛市,400,159,1199,3.00,2.52
2026-02-21,台州市,250,41,500,2.00,6.10
2026-02-21,杭州市,402,250,1000,2.49,1.61
2026-02-21,泉州市,1,100,600,600.00,0.01
2026-02-22,南京市,4800,300,7500,1.56,16.00
2026-02-22,南通市,700,80,1600,2.29,8.75
2026-02-22,宁波市,3500,338,5800,1.66,10.36
2026-02-22,常州市,1800,176,3100,1.72,10.23
2026-02-22,无锡市,700,140,1482,2.12,5.00
2026-02-22,武汉市,2100,212,4200,2.00,9.91
2026-02-22,温州市,1200,139,2060,1.72,8.63
2026-02-22,芜湖市,380,40,750,1.97,9.50
2026-02-22,苏州市,7000,630,12688,1.81,11.11
2026-02-22,青岛市,400,159,1199,3.00,2.52
2026-02-22,台州市,250,41,500,2.00,6.10
2026-02-22,杭州市,402,250,1000,2.49,1.61
2026-02-22,泉州市,1,100,600,600.00,0.01
2026-02-23,南京市,4800,300,7500,1.56,16.00
2026-02-23,南通市,700,80,1600,2.29,8.75
2026-02-23,宁波市,3500,338,5800,1.66,10.36
2026-02-23,常州市,1800,176,3100,1.72,10.23
2026-02-23,无锡市,700,140,1482,2.12,5.00
2026-02-23,武汉市,2100,212,4200,2.00,9.91
2026-02-23,温州市,1200,139,2060,1.72,8.63
2026-02-23,芜湖市,380,40,750,1.97,9.50
2026-02-23,苏州市,7000,630,12688,1.81,11.11
2026-02-23,青岛市,400,159,1199,3.00,2.52
2026-02-23,台州市,250,41,500,2.00,6.10
2026-02-23,杭州市,402,250,1000,2.49,1.61
2026-02-23,泉州市,1,100,600,600.00,0.01
2026-02-24,南京市,4800,300,7500,1.56,16.00
2026-02-24,南通市,700,80,1600,2.29,8.75
2026-02-24,宁波市,3500,338,5800,1.66,10.36
2026-02-24,常州市,1800,176,3100,1.72,10.23
2026-02-24,无锡市,700,140,1482,2.12,5.00
2026-02-24,武汉市,2100,212,4200,2.00,9.91
2026-02-24,温州市,1200,139,2060,1.72,8.63
2026-02-24,芜湖市,380,40,750,1.97,9.50
2026-02-24,苏州市,7000,630,12688,1.81,11.11
2026-02-24,青岛市,400,159,1199,3.00,2.52
2026-02-24,台州市,250,41,500,2.00,6.10
2026-02-24,杭州市,402,250,1000,2.49,1.61
2026-02-24,泉州市,1,100,600,600.00,0.01
2026-02-25,南京市,4800,300,7500,1.56,16.00
2026-02-25,南通市,700,80,1600,2.29,8.75
2026-02-25,宁波市,3500,338,5800,1.66,10.36
2026-02-25,常州市,1800,176,3100,1.72,10.23
2026-02-25,无锡市,700,140,1482,2.12,5.00
2026-02-25,武汉市,2100,212,4200,2.00,9.91
2026-02-25,温州市,1200,139,2060,1.72,8.63
2026-02-25,芜湖市,380,40,750,1.97,9.50
2026-02-25,苏州市,7000,630,12688,1.81,11.11
2026-02-25,青岛市,400,159,1199,3.00,2.52
2026-02-25,台州市,250,41,500,2.00,6.10
2026-02-25,杭州市,402,250,1000,2.49,1.61
2026-02-25,泉州市,1,100,600,600.00,0.01
2026-02-26,南京市,4800,300,7500,1.56,16.00
2026-02-26,南通市,700,80,1600,2.29,8.75
2026-02-26,宁波市,3500,338,5800,1.66,10.36
2026-02-26,常州市,1800,176,3100,1.72,10.23
2026-02-26,无锡市,700,140,1482,2.12,5.00
2026-02-26,武汉市,2100,212,4200,2.00,9.91
2026-02-26,温州市,1200,139,2060,1.72,8.63
2026-02-26,芜湖市,380,40,750,1.97,9.50
2026-02-26,苏州市,7000,630,12688,1.81,11.11
2026-02-26,青岛市,400,159,1199,3.00,2.52
2026-02-26,台州市,250,41,500,2.00,6.10
2026-02-26,杭州市,402,250,1000,2.49,1.61
2026-02-26,泉州市,1,100,600,600.00,0.01
2026-02-27,南京市,4800,300,7500,1.56,16.00
2026-02-27,南通市,700,80,1600,2.29,8.75
2026-02-27,宁波市,3500,338,5800,1.66,10.36
2026-02-27,常州市,1800,176,3100,1.72,10.23
2026-02-27,无锡市,700,140,1482,2.12,5.00
2026-02-27,武汉市,2100,212,4200,2.00,9.91
2026-02-27,温州市,1200,139,2060,1.72,8.63
2026-02-27,芜湖市,380,40,750,1.97,9.50
2026-02-27,苏州市,7000,630,12688,1.81,11.11
2026-02-27,青岛市,400,159,1199,3.00,2.52
2026-02-27,台州市,250,41,500,2.00,6.10
2026-02-27,杭州市,402,250,1000,2.49,1.61
2026-02-27,泉州市,1,100,600,600.00,0.01
2026-02-28,南京市,4800,300,7500,1.56,16.00
2026-02-28,南通市,700,80,1600,2.29,8.75
2026-02-28,宁波市,3500,338,5800,1.66,10.36
2026-02-28,常州市,1800,176,3100,1.72,10.23
2026-02-28,无锡市,700,140,1482,2.12,5.00
2026-02-28,武汉市,2100,212,4200,2.00,9.91
2026-02-28,温州市,1200,139,2060,1.72,8.63
2026-02-28,芜湖市,380,40,750,1.97,9.50
2026-02-28,苏州市,7000,630,12688,1.81,11.11
2026-02-28,青岛市,400,159,1199,3.00,2.52
2026-02-28,台州市,250,41,500,2.00,6.10
2026-02-28,杭州市,402,250,1000,2.49,1.61
2026-02-28,泉州市,1,100,600,600.00,0.01
2026-03-01,南京市,5300,350,7500,1.42,15.14
2026-03-01,南通市,900,80,1600,1.78,11.25
2026-03-01,宁波市,3800,340,5800,1.53,11.18
2026-03-01,常州市,2200,176,2970,1.35,12.50
2026-03-01,无锡市,900,180,1600,1.78,5.00
2026-03-01,武汉市,2300,212,4200,1.83,10.85
2026-03-01,温州市,1350,155,2100,1.56,8.71
2026-03-01,芜湖市,450,40,700,1.56,11.25
2026-03-01,苏州市,8500,630,12688,1.49,13.49
2026-03-01,青岛市,800,159,1440,1.80,5.03
2026-03-01,台州市,350,45,500,1.43,7.78
2026-03-01,杭州市,1608,300,2500,1.55,5.36
2026-03-01,泉州市,600,150,1200,2.00,4.00
2026-03-01,郑州市,600,176,1500,2.50,3.41
2026-03-01,西安市,670,100,1100,1.64,6.70
2026-03-02,南京市,5300,350,7500,1.42,15.14
2026-03-02,南通市,900,80,1600,1.78,11.25
2026-03-02,宁波市,3800,340,5800,1.53,11.18
2026-03-02,常州市,2200,176,2970,1.35,12.50
2026-03-02,无锡市,900,180,1600,1.78,5.00
2026-03-02,武汉市,2300,212,4200,1.83,10.85
2026-03-02,温州市,1350,155,2100,1.56,8.71
2026-03-02,芜湖市,450,40,700,1.56,11.25
2026-03-02,苏州市,8500,630,12688,1.49,13.49
2026-03-02,青岛市,800,159,1440,1.80,5.03
2026-03-02,台州市,350,45,500,1.43,7.78
2026-03-02,杭州市,1608,300,2500,1.55,5.36
2026-03-02,泉州市,600,150,1200,2.00,4.00
2026-03-02,郑州市,600,176,1500,2.50,3.41
2026-03-02,西安市,670,100,1100,1.64,6.70
2026-03-03,南京市,5300,350,7500,1.42,15.14
2026-03-03,南通市,900,80,1600,1.78,11.25
2026-03-03,宁波市,3800,340,5800,1.53,11.18
2026-03-03,常州市,2200,176,2970,1.35,12.50
2026-03-03,无锡市,900,180,1600,1.78,5.00
2026-03-03,武汉市,2300,212,4200,1.83,10.85
2026-03-03,温州市,1350,155,2100,1.56,8.71
2026-03-03,芜湖市,450,40,700,1.56,11.25
2026-03-03,苏州市,8500,630,12688,1.49,13.49
2026-03-03,青岛市,800,159,1440,1.80,5.03
2026-03-03,台州市,350,45,500,1.43,7.78
2026-03-03,杭州市,1608,300,2500,1.55,5.36
2026-03-03,泉州市,600,150,1200,2.00,4.00
2026-03-03,郑州市,600,176,1500,2.50,3.41
2026-03-03,西安市,670,100,1100,1.64,6.70
2026-03-04,南京市,5300,350,7500,1.42,15.14
2026-03-04,南通市,900,80,1600,1.78,11.25
2026-03-04,宁波市,3800,340,5800,1.53,11.18
2026-03-04,常州市,2200,176,2970,1.35,12.50
2026-03-04,无锡市,900,180,1600,1.78,5.00
2026-03-04,武汉市,2300,212,4200,1.83,10.85
2026-03-04,温州市,1350,155,2100,1.56,8.71
2026-03-04,芜湖市,450,40,700,1.56,11.25
2026-03-04,苏州市,8500,630,12688,1.49,13.49
2026-03-04,青岛市,800,159,1440,1.80,5.03
2026-03-04,台州市,350,45,500,1.43,7.78
2026-03-04,杭州市,1608,300,2500,1.55,5.36
2026-03-04,泉州市,600,150,1200,2.00,4.00
2026-03-04,郑州市,600,176,1500,2.50,3.41
2026-03-04,西安市,670,100,1100,1.64,6.70
2026-03-05,南京市,5300,350,7500,1.42,15.14
2026-03-05,南通市,900,80,1600,1.78,11.25
2026-03-05,宁波市,3800,340,5800,1.53,11.18
2026-03-05,常州市,2200,176,2970,1.35,12.50
2026-03-05,无锡市,900,180,1600,1.78,5.00
2026-03-05,武汉市,2300,212,4200,1.83,10.85
2026-03-05,温州市,1350,155,2100,1.56,8.71
2026-03-05,芜湖市,450,40,700,1.56,11.25
2026-03-05,苏州市,8500,630,12688,1.49,13.49
2026-03-05,青岛市,800,159,1440,1.80,5.03
2026-03-05,台州市,350,45,500,1.43,7.78
2026-03-05,杭州市,1608,300,2500,1.55,5.36
2026-03-05,泉州市,600,150,1200,2.00,4.00
2026-03-05,郑州市,600,176,1500,2.50,3.41
2026-03-05,西安市,670,100,1100,1.64,6.70
2026-03-06,南京市,5300,350,7500,1.42,15.14
2026-03-06,南通市,900,80,1600,1.78,11.25
2026-03-06,宁波市,3800,340,5800,1.53,11.18
2026-03-06,常州市,2200,176,2970,1.35,12.50
2026-03-06,无锡市,900,180,1600,1.78,5.00
2026-03-06,武汉市,2300,212,4200,1.83,10.85
2026-03-06,温州市,1350,155,2100,1.56,8.71
2026-03-06,芜湖市,450,40,700,1.56,11.25
2026-03-06,苏州市,8500,630,12688,1.49,13.49
2026-03-06,青岛市,800,159,1440,1.80,5.03
2026-03-06,台州市,350,45,500,1.43,7.78
2026-03-06,杭州市,1608,300,2500,1.55,5.36
2026-03-06,泉州市,600,150,1200,2.00,4.00
2026-03-06,郑州市,600,176,1500,2.50,3.41
2026-03-06,西安市,670,100,1100,1.64,6.70
2026-03-07,南京市,5300,350,7500,1.42,15.14
2026-03-07,南通市,900,80,1600,1.78,11.25
2026-03-07,宁波市,3800,340,5800,1.53,11.18
2026-03-07,常州市,2200,176,2970,1.35,12.50
2026-03-07,无锡市,900,180,1600,1.78,5.00
2026-03-07,武汉市,2300,212,4200,1.83,10.85
2026-03-07,温州市,1350,155,2100,1.56,8.71
2026-03-07,芜湖市,450,40,700,1.56,11.25
2026-03-07,苏州市,8500,630,12688,1.49,13.49
2026-03-07,青岛市,800,159,1440,1.80,5.03
2026-03-07,台州市,350,45,500,1.43,7.78
2026-03-07,杭州市,1608,300,2500,1.55,5.36
2026-03-07,泉州市,600,150,1200,2.00,4.00
2026-03-07,郑州市,600,176,1500,2.50,3.41
2026-03-07,西安市,670,100,1100,1.64,6.70
2026-03-08,南京市,5300,350,7500,1.42,15.14
2026-03-08,南通市,900,80,1600,1.78,11.25
2026-03-08,宁波市,3800,340,5800,1.53,11.18
2026-03-08,常州市,2200,176,2970,1.35,12.50
2026-03-08,无锡市,900,180,1600,1.78,5.00
2026-03-08,武汉市,2300,212,4200,1.83,10.85
2026-03-08,温州市,1350,155,2100,1.56,8.71
2026-03-08,芜湖市,450,40,700,1.56,11.25
2026-03-08,苏州市,8500,630,12688,1.49,13.49
2026-03-08,青岛市,800,159,1440,1.80,5.03
2026-03-08,台州市,350,45,500,1.43,7.78
2026-03-08,杭州市,1608,300,2500,1.55,5.36
2026-03-08,泉州市,600,150,1200,2.00,4.00
2026-03-08,郑州市,600,176,1500,2.50,3.41
2026-03-08,西安市,670,100,1100,1.64,6.70
2026-03-09,南京市,5300,350,7500,1.42,15.14
2026-03-09,南通市,900,80,1600,1.78,11.25
2026-03-09,宁波市,3800,340,5800,1.53,11.18
2026-03-09,常州市,2200,176,2970,1.35,12.50
2026-03-09,无锡市,900,180,1600,1.78,5.00
2026-03-09,武汉市,2300,212,4200,1.83,10.85
2026-03-09,温州市,1350,155,2100,1.56,8.71
2026-03-09,芜湖市,450,40,700,1.56,11.25
2026-03-09,苏州市,8500,630,12688,1.49,13.49
2026-03-09,青岛市,800,159,1440,1.80,5.03
2026-03-09,台州市,350,45,500,1.43,7.78
2026-03-09,杭州市,1608,300,2500,1.55,5.36
2026-03-09,泉州市,600,150,1200,2.00,4.00
2026-03-09,郑州市,600,176,1500,2.50,3.41
2026-03-09,西安市,670,100,1100,1.64,6.70
2026-03-10,南京市,5300,350,7500,1.42,15.14
2026-03-10,南通市,900,80,1600,1.78,11.25
2026-03-10,宁波市,3800,340,5800,1.53,11.18
2026-03-10,常州市,2200,176,2970,1.35,12.50
